meta-date;complaint-title;complaint-title href;readmore
3 Feb, 03:48;Evakuasi sarang tawon vespa;https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-vespa-202502031048091738554489323;Evakuasi sarang tawon vespa : Jalan Strawberry 1B, blok 3
3 Feb, 03:45;: Evakuasi mobil amblas;https://www.lapor.go.id/laporan/detil/-evakuasi-mobil-amblas-202502031045241738554324808;Evakuasi mobil amblas Jl Ir Soekarno
3 Feb, 03:34;Penanganan kebakaran;https://www.lapor.go.id/laporan/detil/penanganan-kebakaran-202502031034061738553646828;Penanganan kebakaran, Jl. Ranying Suring
3 Feb, 03:32;Memerlukan ambulan untuk pengantaran orang sakit;https://www.lapor.go.id/laporan/detil/memerlukan-ambulan-untuk-pengantaran-orang-sakit-202502031032071738553527317;Memerlukan ambulan untuk pengantaran orang sakit Jalan Bakti I
3 Feb, 03:30;Penanganan pohon yang menutupi lampu penerangan jalan;https://www.lapor.go.id/laporan/detil/penanganan-pohon-yang-menutupi-lampu-penerangan-jalan-202502031030081738553408267;Penanganan pohon yang menutupi lampu penerangan  Jl. Temanggung Tandang
3 Feb, 03:26;Penanganan pohon kelapa yang miring kearah rumah warga;https://www.lapor.go.id/laporan/detil/penanganan-pohon-kelapa-yang-miring-kearah-rumah-warga-202502031026281738553188713;Penanganan pohon kelapa yang miring kearah rumah warga Jl. Pelatuk II, Tjilik Riwut Km.2,5
3 Jan, 07:02;Evakuasi sarang tawon;https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202501031402581735887778353;Evakuasi sarang tawon Jl. Bandeng No 02 Jumat, 29 November 2024
3 Jan, 07:00;Evakuasi pipa PDAM bocor;https://www.lapor.go.id/laporan/detil/evakuasi-pipa-pdam-bocor-202501031400181735887618463;Evakuasi pipa PDAM bocor Jl. Tjilik Riwut depan Beringin 2 Senin, 23 Desember 2024
3 Jan, 06:46;Penanganan Orang Dengan Gangguan Jiwa (ODGJ);https://www.lapor.go.id/laporan/detil/penanganan-orang-dengan-gangguan-jiwa-odgj--202501031346111735886771292;Penanganan Orang Dengan Gangguan Jiwa (ODGJ) Jl. Harum Manis  Senin, 30 Desember 2024
3 Jan, 06:44;Penanganan kebakaran;https://www.lapor.go.id/laporan/detil/penanganan-kebakaran-202501031344181735886658278;Penanganan kebakaran Jl. Tampung Penyang I Minggu, 29 Desember 2024
3 Jan, 06:41;Evakuasi sarang tawon;https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202501031341341735886494884;Evakuasi sarang tawon Jl. Simpang Mentaya No 21 Sabtu, 14 Desember 2024
3 Jan, 06:38;Evakuasi sarang tawon;https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202501031338331735886313128;Evakuasi sarang tawon Jl. Kariraman Sabtu, 28 Desember 2024
3 Jan, 06:37;Evakuasi sarang tawon;https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202501031337061735886226046;Evakuasi sarang tawon Jl. G obos VIII Minggu, 29 Desember 2024
3 Jan, 06:35;Evakuasi sarang tawon;https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202501031335141735886114041;Evakuasi sarang tawon Jl. Riau. Gang Sayur Minggu, 29 Desember 2024
3 Jan, 06:33;Penanganan kebakaran;https://www.lapor.go.id/laporan/detil/penanganan-kebakaran-202501031333151735885995165;Penanganan kebakaran Jl. Banteng XXII Sabtu, 28 Desember 2024
3 Jan, 06:31;Evakuasi sarang tawon;https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202501031331311735885891804;Evakuasi sarang tawon Jl. Pinguin I Sabtu, 28 Desember 2024
3 Jan, 06:29;Penanganan pohon pinang miring mengenai kabel listrik;https://www.lapor.go.id/laporan/detil/penanganan-pohon-pinang-miring-mengenai-kabel-listrik-202501031329121735885752868;Penanganan pohon pinang miring mengenai kabel listrik Jl. Patma Raga Sabtu, 28 Desember 2024
3 Jan, 06:23;Evakuasi mobil amblas dalam kubangan air;https://www.lapor.go.id/laporan/detil/evakuasi-mobil-amblas-dalam-kubangan-air-202501031323391735885419637;Evakuasi mobil amblas dalam kubangan air Jl. Badak XXII Sabtu, 28 Desember 2024
3 Jan, 06:21;Penanganan kabel menjuntai;https://www.lapor.go.id/laporan/detil/penanganan-kabel-menjuntai-202501031321201735885280546;Penanganan kabel menjuntai Jl. Dahlia (Komplek PCPR) Sabtu, 28 Desember 2024
